Movie Name,Language,IMDb Rating,Running Time,Year of Release,Maturity Rating,Plot
Love Birds,Malayalam,4.6,2 h 9 min,2010.0,18+,The story follows a wealthy businessman who sets out on a journey of self-discovery amid the chaos of a natural disaster. The journey forces difficult choices with lasting consequences.
Hippi,Kannada,6.7,2 h 53 min,2023.0,18+,"The story follows a wealthy businessman who is forced to choose between duty and family in a quiet coastal village. Along the way, unexpected alliances are formed and tested."
Silhouette Begins,Telugu,6.2,1 h 44 min,2010.0,18+,The story follows a small-town teacher who falls into a forbidden romance across the sprawling countryside.
Whispers in the Dark,Bengali,5.2,2 h 28 min,2012.0,16+,The story follows an undercover agent who is forced to choose between duty and family in the years following independence.
Kavya's Diary,English,8.4,3 h 11 min,1992.0,16+,The story follows a corporate executive who sets out on a journey of self-discovery in a bustling metropolitan city.
Sanctuary II,Telugu,5.6,1 h 53 min,2003.0,18+,The story follows a talented dancer who is forced to choose between duty and family during a turbulent political upheaval. The journey forces difficult choices with lasting consequences.
Blackout Reloaded,English,5.2,1 h 47 min,1994.0,16+,The story follows a small-time con artist who risks everything to save someone they love amid the chaos of a natural disaster. The journey forces difficult choices with lasting consequences.
Legacy,English,6.1,1 h 20 min,2021.0,All,The story follows a fishing boat captain who chases a lifelong dream against all odds.
Eclipse II,English,6.5,2 h 49 min,1988.0,18+,The story follows a talented dancer who battles personal demons while chasing redemption during a turbulent political upheaval.
Rising Sun,Bengali,7.0,2 h 54 min,1999.0,13+,The story follows a village farmer who seeks revenge after a devastating betrayal in the years following independence. Friendships are tested and loyalties are questioned throughout.
Khopa Begins,Tamil,7.2,2 h 7 min,1981.0,18+,The story follows a struggling artist who must confront a dark family secret in the years following independence.
Vijay's Diary,English,5.8,1 h 44 min,2003.0,18+,The story follows a talented dancer who fights to protect their community from a powerful enemy.
Aditya Das,Punjabi,5.6,2 h 56 min,2002.0,All,The story follows a corporate executive who sets out on a journey of self-discovery against the backdrop of a festival season.
Manoj's Journey,Tamil,6.3,1 h 24 min,2023.0,16+,The story follows a young musician who gets entangled in a dangerous political game against the backdrop of a festival season.
Last Stand,Telugu,,2 h 19 min,2007.0,All,The story follows a school principal who battles personal demons while chasing redemption within the walls of a traditional joint family.
Rambo,Tamil,8.1,2 h 23 min,2024.0,All,"The story follows a famous chef who uncovers the truth behind a decades-old mystery against the backdrop of a festival season. Along the way, unexpected alliances are formed and tested."
Vikram's Revenge,Hindi,6.5,2 h 59 min,2002.0,18+,The story follows a retired soldier who tries to rebuild their life after tragedy in the vibrant world of the entertainment industry.
The Betrayal,Hindi,7.2,3 h 4 min,2014.0,All,The story follows a rebellious teenager who gets entangled in a dangerous political game in the vibrant world of the entertainment industry.
Catalyst,Hindi,5.0,2 h 18 min,2020.0,16+,The story follows an undercover agent who struggles to reconnect with estranged family in a quiet coastal village.
Horizon,Hindi,7.3,1 h 20 min,2022.0,16+,The story follows a college student who battles personal demons while chasing redemption across the sprawling countryside.
Thunder,Bengali,5.5,1 h 41 min,2012.0,18+,The story follows a rebellious teenager who battles personal demons while chasing redemption in a quiet coastal village. The narrative builds to an emotional and unforgettable climax.
The Crossing,Kannada,7.1,2 h 51 min,2017.0,18+,The story follows a retired soldier who fights to protect their community from a powerful enemy amid the chaos of a natural disaster. Friendships are tested and loyalties are questioned throughout.
Last Stand,English,5.7,2 h 31 min,2004.0,18+,The story follows a young musician who must outsmart a ruthless rival to survive in the years following independence.
Guardian 3,English,4.8,2 h 39 min,2003.0,18+,The story follows a grieving widow who uncovers the truth behind a decades-old mystery during a turbulent political upheaval.
Legacy,Hindi,7.0,2 h 36 min,1991.0,13+,"The story follows a village farmer who discovers a conspiracy that threatens everyone they love in a quiet coastal village. What unfolds is a tale of courage, sacrifice, and hope."
Odyssey II,Hindi,5.0,2 h 20 min,2005.0,All,The story follows a village farmer who fights to protect their community from a powerful enemy in a quiet coastal village.
Simran Joshi,Hindi,6.9,2 h 54 min,1985.0,18+,The story follows a wealthy businessman who struggles to reconnect with estranged family across the sprawling countryside. Friendships are tested and loyalties are questioned throughout.
Falling Leaves,Hindi,6.7,1 h 50 min,2005.0,13+,The story follows a retired soldier who tries to rebuild their life after tragedy in the years following independence.
Silhouette Reloaded,Hindi,6.8,1 h 53 min,1974.0,13+,The story follows a school principal who gets entangled in a dangerous political game amid the chaos of a natural disaster.
Genesis Reloaded,Hindi,7.0,1 h 55 min,1992.0,13+,The story follows an undercover agent who seeks revenge after a devastating betrayal.
Tara's Revenge,English,6.1,2 h 55 min,2004.0,All,The story follows a fishing boat captain who is forced to choose between duty and family in the shadow of a rapidly changing society.
The Inheritance,Malayalam,,2 h 48 min,2007.0,16+,The story follows a small-time con artist who uncovers the truth behind a decades-old mystery in the years following independence.
Nightfall,Telugu,6.0,1 h 34 min,2016.0,18+,The story follows a retired soldier who sets out on a journey of self-discovery in the shadow of a rapidly changing society.
Wildfire Reloaded,Bengali,7.1,2 h 8 min,2010.0,18+,The story follows a village farmer who chases a lifelong dream against all odds across the sprawling countryside.
Khopa,Malayalam,5.3,1 h 20 min,2011.0,16+,The story follows a rebellious teenager who uncovers the truth behind a decades-old mystery amid the chaos of a natural disaster.
Khopa 2,Hindi,7.6,2 h 50 min,2009.0,13+,The story follows a fishing boat captain who is forced to choose between duty and family within the walls of a traditional joint family. Friendships are tested and loyalties are questioned throughout.
Sanjay's Dream,English,,1 h 28 min,1999.0,18+,"The story follows a retired soldier who discovers a conspiracy that threatens everyone they love against the backdrop of a festival season. What unfolds is a tale of courage, sacrifice, and hope."
Eclipse Reloaded,Tamil,4.7,1 h 55 min,1984.0,All,The story follows an ambitious lawyer who must confront a dark family secret amid the chaos of a natural disaster.
Dance of Fire,Hindi,6.9,1 h 35 min,2001.0,13+,The story follows a small-time con artist who is forced to choose between duty and family in the vibrant world of the entertainment industry.
The Promise,Telugu,6.1,2 h 12 min,2012.0,13+,The story follows a rookie police officer who is forced to choose between duty and family in the years following independence.
Karma,Hindi,4.0,1 h 38 min,2003.0,All,The story follows an ambitious lawyer who seeks revenge after a devastating betrayal.
Manoj's Secret,Tamil,5.4,3 h 3 min,2007.0,All,The story follows a grieving widow who battles personal demons while chasing redemption in the shadow of a rapidly changing society.
Sweet Revenge,Hindi,5.8,1 h 38 min,2003.0,All,The story follows a rebellious teenager who gets entangled in a dangerous political game in the shadow of a rapidly changing society. Friendships are tested and loyalties are questioned throughout.
Thunder Returns,Telugu,3.4,2 h 26 min,1992.0,7+,The story follows a single mother who tries to rebuild their life after tragedy within the walls of a traditional joint family.
Arjun Das,Hindi,2.6,2 h 26 min,2009.0,13+,The story follows a talented dancer who gets entangled in a dangerous political game within the walls of a traditional joint family.
Karma,Hindi,6.1,2 h 23 min,1999.0,18+,The story follows a fishing boat captain who chases a lifelong dream against all odds within the walls of a traditional joint family.
Karma,Hindi,7.2,3 h,2024.0,13+,The story follows a small-town teacher who uncovers the truth behind a decades-old mystery within the walls of a traditional joint family.
Khopa Begins,Kannada,5.1,2 h 12 min,1998.0,18+,The story follows a retired soldier who sets out on a journey of self-discovery in a quiet coastal village.
Second Chance,Kannada,9.5,1 h 59 min,2021.0,16+,The story follows a famous chef who falls into a forbidden romance in the shadow of a rapidly changing society. The journey forces difficult choices with lasting consequences.
Roads Not Taken,Hindi,6.0,1 h 56 min,2024.0,7+,The story follows a fishing boat captain who seeks revenge after a devastating betrayal across the sprawling countryside.
Wanderer,Punjabi,7.6,3 h 12 min,1983.0,7+,"The story follows a struggling artist who chases a lifelong dream against all odds against the backdrop of a festival season. What unfolds is a tale of courage, sacrifice, and hope."
Song of the Sea,Kannada,7.3,2 h 35 min,2005.0,13+,The story follows a retired soldier who gets entangled in a dangerous political game across the sprawling countryside.
Amit Das,English,,2 h 54 min,2020.0,All,The story follows a small-time con artist who must outsmart a ruthless rival to survive.
Wildfire,English,7.5,3 h,1995.0,7+,The story follows a grieving widow who tries to rebuild their life after tragedy across the sprawling countryside.
Simran's Promise,Malayalam,6.3,2 h 35 min,2018.0,13+,The story follows an ambitious lawyer who battles personal demons while chasing redemption against the backdrop of a festival season.
Uproar,Hindi,6.0,1 h 31 min,2021.0,7+,"The story follows a college student who discovers a conspiracy that threatens everyone they love. Along the way, unexpected alliances are formed and tested."
